     3700    3700.00   1.00000
     3800    3800.00   1.00000
     3900    3900.00   1.00000
     4000    4000.00   1.00000
     4100    4100.00   1.00000
     4200    4200.00   1.00000
     4300    4300.00   1.00000
     4400    4400.00   1.00000
     4500    4500.00   1.00000
     4600    4600.00   1.00000
     4700    4700.00   1.00000
     4800    4800.00   1.00000
     4900    4900.00   1.00000
     5000    5000.00   1.00000
     5100    5100.00   1.00000
     5200    5200.00   1.00000
     5300    5300.00   1.00000
     5400    5400.00   1.00000
     5500    5500.00   1.00000
     5600    5600.00   1.00000
     5700    5700.00   1.00000
     5800    5800.00   1.00000
     5900    5900.00   1.00000
     6000    6000.00   1.00000
     6100    6100.00   1.00000
     6200    6200.00   1.00000
     6300    6300.00   1.00000
     6400    6400.00   1.00000
     6500    6500.00   1.00000
     6600    6600.00   1.00000
     6700    6700.00   1.00000
     6800    6800.00   1.00000
     6900    6900.00   1.00000
     7000    7000.00   1.00000
  965     1.00000000         1
      000     000.00   1.00909
      100     100.91   1.00906
      200     201.81   1.00906
      300     302.72   1.00908
      400     403.63   1.00912
      500     504.54   1.00918
      600     605.46   1.00925
      700     706.38   1.00932
      800     807.32   1.00941
      900     908.26   1.00949
     1000    1009.21   1.00959
     1100    1110.16   1.00970
     1200    1211.13   1.00981
     1300    1312.12   1.00991
     1400    1413.11   1.01002
     1500    1514.11   1.01012
     1600    1615.12   1.01021
     1700    1716.14   1.01030
     1800    1817.17   1.01040
     1900    1918.21   1.01051
     2000    2019.26   1.01061
     2100    2120.32   1.01074
     2200    2221.40   1.01080
     2300    2322.48   1.01097
     2400    2423.47   1.01109
     2500    2524.68   1.01121
     2600    2625.81   1.01132
     2700    2726.94   1.01144
     2800    2828.08   1.01154
     2900    2929.23   1.01164
     3000    3030.40   1.01173
     3100    3131.57   1.01183
     3200    3232.76   1.01193
     3300    3333.95   1.01201
     3400    3435.15   1.01210
     3500    3536.36   1.01219
     3600    3637.58   1.01227
     3700    3738.80   1.01233
     3800    3840.04   1.01239
     3900    3941.28   1.01245
     4000    4042.52   1.01248
     4100    4143.77   1.01253
     4200    4245.02   1.01257
     4300    4346.28   1.01260
     4400    4447.54   1.01262
     4500    4548.80   1.01262
     4600    4650.06   1.01261
     4700    4751.33   1.01257
     4800    4852.58   1.01252
     4900    4953.84   1.01246
     5000    5055.08   1.01238
     5100    5156.32   1.01229
     5200    5257.55   1.01218
     5300    5358.77   1.01207
     5400    5459.97   1.01195
     5500    5561.17   1.01181
     5600    5662.35   1.01164
     5700    5763.51   1.01146
     5800    5864.66   1.01124
     5900    5965.78   1.01104
     6000    6066.89   1.01085
     6100    6167.97   1.01063
     6200    6269.04   1.01040
     6300    6370.08   1.01016
     6400    6471.09   1.00992
     6500    6572.08   1.00966
     6600    6673.05   1.00937
     6700    6773.99   1.00907
     6800    6874.89   1.00871
     6900    6975.76   1.00829
     7000    7076.59   1.00000
  996     1.00000000         1
      000     000.00   1.00537
      100     100.54   1.00528
      200     201.06   1.00523
      300     301.59   1.00518
      400     402.11   1.00513
      500     502.62   1.00510
      600     603.13   1.00507
      700     703.64   1.00504
      800     804.14   1.00502
      900     904.64   1.00501
     1000    1005.14   1.00502
     1100    1105.65   1.00503
     1200    1206.15   1.00505
     1300    1306.65   1.00508
     1400    1407.16   1.00509
     1500    1507.67   1.00512
     1600    1608.18   1.00516
     1700    1708.70   1.00522
     1800    1809.22   1.00528
     1900    1909.75   1.00536
     2000    2010.28   1.00542
     2100    2110.83   1.00549
     2200    2211.38   1.00557
     2300    2311.93   1.00567
     2400    2412.50   1.00576
     2500    2513.08   1.00585
     2600    2613.66   1.00592
     2700    2714.25   1.00601
     2800    2814.85   1.00610
     2900    2915.46   1.00616
     3000    3016.08   1.00626
     3100    3116.71   1.00634
     3200    3217.34   1.00642
     3300    3317.98   1.00651
     3400    3418.63   1.00660
     3500    3519.29   1.00668
     3600    3619.96   1.00675
     3700    3720.64   1.00683
     3800    3821.32   1.00689
     3900    3922.01   1.00696
     4000    4022.70   1.00703
     4100    4123.41   1.00709
     4200    4224.12   1.00714
     4300    4324.83   1.00718
     4400    4425.55   1.00720
     4500    4526.27   1.00721
     4600    4626.99   1.00721
     4700    4727.71   1.00721
     4800    4828.43   1.00719
     4900    4929.15   1.00717
     5000    5029.87   1.00715
     5100    5130.58   1.00714
     5200    5231.29   1.00709
     5300    5332.00   1.00704
     5400    5432.71   1.00696
     5500    5533.40   1.00684
     5600    5634.09   1.00675
     5700    5734.76   1.00663
     5800    5835.42   1.00650
     5900    5936.07   1.00635
     6000    6036.71   1.00624
     6100    6137.33   1.00608
     6200    6237.94   1.00594
     6300    6338.53   1.00577
     6400    6439.11   1.00557
     6500    6539.67   1.00538
     6600    6640.21   1.00516
     6700    6740.72   1.00493
     6800    6841.22   1.00472
     6900    6941.69   1.00448
     7000    7042.14         1
